player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Justin Harrington,122928,S,W VIRGINIA,7,2,3.0,0,0,343,55.6,54.1,80.0,54.2,54.8,61.0,16.7,1,1,47,47,4.3,2,3
Shane Whitter,122949,LB,N TEXAS,9,15,5.1,0,0,251,72.2,79.8,84.7,55.3,82.4,80.9,6.1,3,1,258,263,7.4,19,31
Jeff Roberson,122986,LB,MINNESOTA,6,2,1.3,0,0,225,53.6,56.8,74.0,58.4,60.2,39.2,33.3,3,0,31,31,6.5,2,4
Nick Session,122990,S,NEW MEX ST,12,13,7.3,0,0,242,58.9,63.1,88.1,51.9,70.6,78.2,10.2,5,1,267,270,3.4,9,31
Rashad Battle,123003,CB,PITTSBURGH,11,1,4.8,0,0,268,69.2,72.3,83.9,69.8,78.7,86.3,11.1,2,2,179,187,2.2,4,15
Dayon Hayes,123010,ED,TEXAS A&M,12,1,2.0,1,0,312,49.2,73.5,61.9,77.3,68.4,51.5,9.1,1,1,99,100,7.1,7,9
Bangally Kamara,123012,LB,KANSAS,11,5,3.4,1,0,198,55.1,63.4,25.1,79.3,62.7,27.5,28.8,15,2,252,259,9.1,23,32
Buddy Mack III,123015,CB,S CAROLINA,1,0,5.0,0,0,289,51.9,53.6,72.6,59.5,63.1,76.9,0.0,0,0,3,3,0.0,0,1
Leon Lowery Jr.,123045,ED,ILLINOIS,12,2,5.1,0,1,187,73.0,64.7,88.4,58.7,59.7,70.2,7.7,1,0,116,116,2.6,3,10
Anwar Sparrow,123054,LB,SYRACUSE,11,8,1.7,0,0,304,73.7,65.2,23.4,55.5,59.1,59.7,20.0,5,1,127,129,8.7,11,12
Stefon Thompson,123055,LB,FLORIDA ST,9,7,4.8,0,1,167,53.6,72.6,83.9,67.1,83.3,89.8,0.0,0,0,102,107,6.9,7,20
Bud Clark,123066,S,TCU,11,8,6.3,2,0,305,77.2,80.4,52.3,71.9,83.1,69.3,10.3,3,7,314,321,2.5,8,18
Jai'Onte' McMillan,123089,CB,MINNESOTA,10,2,4.4,1,0,225,59.3,63.1,83.6,80.4,72.3,75.8,12.5,1,2,129,131,2.3,3,5
Xavion Alford,123103,S,ARIZONA ST,2,3,15.0,0,0,110,57.1,61.3,80.4,56.7,75.4,77.6,0.0,0,0,38,39,0.0,0,1
Prince Dorbah,123113,ED,ARIZONA ST,11,3,0.3,0,0,110,57.3,68.2,41.1,70.5,64.8,28.3,25.0,4,2,123,126,6.5,8,9
Sawyer Goram-Welch,123116,DI,COAST CAR,13,7,2.1,0,0,141,61.5,69.1,86.8,70.1,65.1,69.0,4.8,1,0,236,240,4.2,10,13
Trent Low,123146,LB,TEXAS TECH,1,0,,0,0,315,72.2,76.4,67.7,,60.0,73.1,,0,0,1,1,0.0,0,0
Bryce Ramirez,123156,LB,TEXAS TECH,9,4,3.9,0,0,315,56.1,67.9,77.7,63.6,79.2,67.6,6.7,1,0,61,61,14.8,9,10
Adonis Friloux,123216,DI,BAYLOR,10,1,3.4,0,0,118,,61.3,80.9,53.3,64.8,53.4,14.3,1,0,70,72,5.7,4,5
Jesus Machado,123224,LB,HOUSTON,2,1,1.0,0,0,182,50.7,66.6,73.6,59.6,83.7,75.8,0.0,0,0,6,6,16.7,1,1
Everitt Rogers,123261,DI,HOUSTON,4,0,,0,0,182,,45.3,73.8,58.1,45.0,,,0,0,9,9,0.0,0,0
Mac Harris,123285,LB,USF,13,18,2.7,0,0,327,71.0,83.4,87.4,80.7,79.7,71.1,7.2,5,0,322,329,9.6,31,46
Ben Knox,123286,CB,USF,12,3,6.3,2,0,327,59.2,60.9,83.2,60.0,66.8,57.8,15.4,2,5,169,172,2.4,4,8
Justin Beadles,123341,ED,LOUISVILLE,13,4,3.2,0,0,210,58.3,52.5,45.2,51.9,56.6,38.7,16.7,2,1,99,102,2.0,2,6
Alec Bryant,123343,ED,ILLINOIS,13,9,2.8,0,0,187,58.3,70.1,89.4,66.7,73.2,87.7,0.0,0,0,166,166,3.0,5,8
Nick Andersen,123370,S,WAKE,13,17,6.2,1,0,339,88.3,87.3,87.6,68.1,80.7,76.3,8.8,6,1,357,364,5.3,19,45
James Ash,123371,DI,AUBURN,2,0,,0,0,115,,64.8,72.8,58.1,65.1,,,0,0,6,6,0.0,0,0
Akheem Mesidor,123427,ED,MIAMI FL,15,13,2.1,0,1,220,63.2,92.5,89.2,92.5,88.3,63.6,2.9,1,0,309,314,4.9,15,21
JaQues Evans,123449,ED,COLO STATE,5,4,3.2,2,0,144,44.3,50.5,0.0,64.8,59.9,79.7,0.0,0,5,126,128,6.3,8,12
Aaron Key,123454,LB,UCONN,13,3,1.3,0,0,146,59.9,58.0,89.8,63.5,51.9,45.6,25.0,6,0,283,285,3.9,11,15
Kendrick Simpkins,123466,S,BAYLOR,11,2,2.8,1,0,118,63.4,60.7,0.0,63.6,58.3,81.0,8.3,1,3,154,159,4.5,7,9
Jason Scott,123549,S,DELAWARE,8,1,5.1,0,0,151,66.9,64.1,85.6,55.7,58.1,74.1,20.0,2,0,114,119,1.8,2,7
Ben Blevins,123556,LB,CINCINNATI,3,1,4.0,0,0,138,61.3,68.0,72.9,,67.0,42.0,25.0,1,0,13,13,7.7,1,2
De'Arre McDonald,123572,CB,MIDDLE TN,12,3,18.8,0,0,224,62.4,64.0,84.6,64.1,67.8,73.7,12.5,1,3,203,207,0.5,1,4
Sterling Miles,123574,ED,E MICHIGAN,10,8,6.2,0,0,160,57.3,63.4,56.6,69.4,60.1,78.0,6.9,2,1,151,153,8.6,13,19
Jadon Thompson,123583,WR,MEMPHIS,1,0,,0,0,218,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Justin Wodtly,123586,ED,ARIZONA ST,12,8,3.2,0,0,110,62.5,77.6,31.4,68.0,85.4,70.7,11.4,4,3,200,204,8.0,16,23
Luis Medina,123715,DI,TROY,14,6,2.6,0,1,318,68.7,64.8,37.2,58.1,68.4,66.9,4.5,1,2,190,193,5.8,11,15
Cam Williams,123730,ED,MICH STATE,12,0,2.0,0,0,223,41.4,62.3,85.8,69.9,62.9,70.7,9.1,1,0,96,98,8.3,8,10
Josh Celiscar,123738,DI,USF,13,8,3.9,1,0,327,64.1,57.7,35.4,65.5,52.1,51.8,14.8,4,3,255,260,3.1,8,15
Kervins Choute,123739,DI,UCONN,12,6,3.4,0,0,146,58.3,58.1,82.4,60.7,56.5,54.4,15.8,3,0,100,101,8.0,8,10
Jaiden Francois,123745,CB,DUKE,14,18,5.7,0,0,154,57.8,61.0,84.8,49.6,68.7,75.1,7.5,4,1,325,336,4.3,14,31
Olasunkonmi Agunloye,123766,DI,FIU,13,9,4.0,0,0,166,61.4,57.6,64.8,55.8,59.1,59.8,11.8,2,3,208,213,1.4,3,6
Jahmeer Carter,123770,DI,VIRGINIA,14,6,1.3,0,0,335,61.7,78.3,82.4,64.5,80.6,62.3,11.8,2,0,134,137,5.2,7,9
Dave Herard,123779,S,W KENTUCKY,13,10,6.9,0,1,346,72.5,73.5,44.0,63.9,76.2,79.1,15.8,6,1,219,223,4.1,9,22
Xavier McIver,123825,DI,E CAROLINA,1,1,0.0,0,0,156,,62.4,76.3,57.3,65.2,51.1,25.0,1,0,18,19,11.1,2,2
Teagan Wilk,123843,S,E CAROLINA,13,4,5.3,0,1,156,59.4,66.5,4.5,62.0,82.5,51.3,12.5,5,2,262,270,7.3,19,31
Jamil Burroughs,123910,DI,MISS STATE,11,4,2.4,0,0,227,60.0,54.9,80.4,65.2,48.2,79.3,0.0,0,0,93,94,2.2,2,7
Jah-Marien Latham,123924,ED,ALABAMA,1,0,,0,0,103,61.5,65.9,77.0,56.2,66.2,73.0,,0,0,13,14,0.0,0,0
Jahquez Robinson,123931,S,AUBURN,12,5,8.8,0,0,115,33.7,40.3,12.8,58.9,62.3,61.5,17.6,3,3,156,161,1.3,2,9
Myles Slusher,123962,S,PURDUE,10,11,7.0,0,0,273,65.7,68.1,35.1,87.6,68.9,52.7,21.4,9,1,219,222,2.3,5,22
Eric Thomas Jr.,123966,ED,SO MISS,9,3,8.0,0,0,296,61.4,82.2,81.0,77.3,76.1,64.6,20.0,1,0,44,46,0.0,0,1
Jay Hardy,123987,DI,AUBURN,11,4,1.0,0,0,115,60.0,61.8,31.5,61.0,63.1,49.9,16.7,2,1,71,72,8.5,6,6
Romello Height,123988,ED,TEXAS TECH,14,3,1.9,0,0,315,92.4,92.5,90.8,92.6,65.6,62.9,18.2,4,0,198,202,7.1,14,15
Zykeivous Walker,124007,DI,AUBURN,11,2,3.0,0,0,115,58.6,63.4,80.5,56.8,68.9,78.1,0.0,0,0,80,81,3.8,3,6
Jehlen Cannady,124018,S,TULSA,5,1,,0,0,320,41.9,42.8,73.0,,49.8,74.8,0.0,0,0,26,27,0.0,0,0
Patrick Taylor,124041,CB,JVILLE ST,4,0,,0,0,196,61.8,57.3,74.8,,41.2,45.3,100.0,1,0,12,13,0.0,0,0
Josaih Hayes,124065,DI,KENTUCKY,6,3,1.5,0,0,202,,72.1,80.0,64.7,72.0,74.4,0.0,0,0,53,53,3.8,2,2
Rickey Hyatt Jr.,124066,S,OHIO,2,0,7.0,0,0,259,61.2,61.6,75.7,57.3,61.3,73.1,0.0,0,0,4,4,25.0,1,1
Jacobian Guillory II,124097,DI,LSU,13,8,0.7,0,0,211,,64.5,10.1,64.2,68.3,73.7,0.0,0,4,189,193,6.3,12,13
Eric Taylor,124115,DI,COAST CAR,1,0,,0,0,141,,60.4,67.6,,60.0,,,0,0,2,2,0.0,0,0
Demon Clowney,124130,ED,S CAROLINA,6,0,-0.5,0,0,289,58.0,68.3,0.0,59.6,86.4,77.7,0.0,0,1,30,30,13.3,4,4
Armondous Cooley,124161,DI,TULANE,14,1,3.7,0,0,319,,56.5,52.9,54.8,59.7,52.2,16.7,2,1,92,97,5.4,5,9
J.J. Hester,124207,WR,KENTUCKY,1,0,,1,0,202,,60.1,60.0,,60.0,,,0,1,1,1,0.0,0,0
Tyler Jones,124208,S,UTEP,6,1,,0,0,330,41.6,36.3,76.5,,37.1,28.6,50.0,1,0,24,26,0.0,0,0
Dominick Hill,124239,S,SO MISS,5,0,5.5,0,0,296,58.0,57.2,74.8,59.7,57.0,49.8,33.3,1,0,19,21,5.3,1,2
Joey Hunter,124240,CB,MEMPHIS,3,0,5.0,0,0,218,59.3,60.5,74.4,,63.0,76.6,0.0,0,0,22,22,0.0,0,1
Dominic Bailey,124267,ED,TENNESSEE,13,4,2.2,0,0,307,60.9,67.4,53.3,67.3,65.9,63.4,5.0,1,2,224,227,4.5,10,15
Bryson Eason,124276,DI,TENNESSEE,13,9,1.1,0,0,307,69.0,71.2,31.8,64.5,74.1,55.3,14.3,4,3,220,223,4.1,9,15
Martavius French,124277,LB,COLORADO,9,7,4.8,0,0,143,37.6,44.9,82.1,56.6,52.4,43.0,15.4,4,1,184,184,3.8,7,15
Key Lawrence,124286,S,UCLA,12,11,9.7,1,1,324,59.8,58.4,51.2,55.6,57.1,48.5,25.0,11,1,349,355,0.9,3,22
William Wright,124304,CB,TENNESSEE,9,1,15.0,0,0,307,74.4,67.4,0.0,58.8,42.5,72.5,33.3,1,3,98,99,0.0,0,1
Josh Moten,124332,CB,SO MISS,13,6,12.4,2,0,296,80.6,80.1,27.1,60.0,77.1,83.0,11.1,2,5,396,408,0.5,2,10
Dallas Walker IV,124342,DI,AUBURN,12,5,2.6,0,1,115,60.0,74.2,83.3,57.6,79.1,57.3,13.6,3,0,140,142,9.3,13,14
Mike Wright Jr.,124366,QB,E CAROLINA,3,0,6.0,0,0,156,59.4,62.7,76.1,60.0,72.8,78.8,0.0,0,0,15,15,6.7,1,2
Avery Helm,124379,CB,TCU,3,0,0.0,0,0,305,56.1,60.1,77.5,60.0,71.6,81.1,0.0,0,3,27,27,3.7,1,1
Jalen Lee,124385,DI,UNLV,14,9,2.3,0,0,325,65.1,53.8,87.5,57.2,48.0,62.9,12.0,3,0,254,261,3.9,10,13
Mordecai McDaniel,124387,S,OKLA STATE,8,5,6.4,0,0,262,61.5,63.8,83.4,56.7,68.1,73.9,8.0,2,0,113,118,6.2,7,18
Jahari Rogers,124394,CB,COLO STATE,12,2,1.7,0,0,144,60.3,62.4,45.4,66.1,68.9,58.6,25.0,3,3,287,290,1.4,4,7
James Williams,124654,ED,FLORIDA ST,11,3,1.8,0,0,167,62.5,69.9,55.0,68.0,69.1,45.9,14.3,2,1,92,93,9.8,9,9
Jack Tchienchou,124782,S,TULANE,14,12,7.0,1,0,319,60.6,62.9,88.4,72.3,62.8,54.6,17.3,9,3,275,285,2.9,8,31
Juandarion Silas,124924,LB,KENNESAW,10,2,2.2,0,0,200,47.3,55.0,76.8,65.4,63.6,49.4,8.3,1,0,48,48,14.6,7,9
Logan Muckey,124972,WR,MISSOURI,1,0,,0,0,229,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Kendrick Bell,125137,WR,MICHIGAN,1,0,,1,0,222,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Michael Mack II,125273,CB,OHIO,10,7,15.9,0,0,259,59.5,56.4,84.8,46.3,45.7,64.4,16.7,3,0,187,188,1.1,2,8
Cole Wisniewski,125313,S,TEXAS TECH,14,14,4.3,0,1,315,80.6,83.9,87.8,74.7,87.3,77.5,8.7,4,1,297,302,5.7,17,28
Muheem McCargo,125333,S,BALL ST,12,8,7.9,0,0,117,53.1,56.4,83.6,51.8,61.6,65.4,17.5,7,0,223,223,2.7,6,25
Demerick Morris,125335,DI,TEMPLE,11,2,2.0,0,0,306,57.2,58.5,83.9,53.1,61.6,43.6,11.1,1,0,170,172,2.9,5,6
Yessman Green,125356,S,UTEP,7,0,12.4,0,0,330,51.2,52.6,85.0,58.3,56.7,72.2,22.2,2,0,80,81,0.0,0,7
Jeremiah Williams,125842,CB,RICE,1,0,,0,0,275,,60.0,65.1,,60.0,,,0,0,3,3,0.0,0,0
Dylan Hasz,126029,S,APP STATE,9,4,5.3,0,1,108,58.9,60.9,82.7,76.1,58.8,34.3,36.4,8,1,108,108,4.6,5,10
Maurion Horn,126328,CB,TEXAS TECH,6,0,8.0,0,0,315,68.9,65.8,0.0,,61.9,39.5,0.0,0,1,42,42,0.0,0,1
Langston Patterson,126465,LB,VANDERBILT,13,21,2.4,0,0,333,47.8,74.5,0.0,74.7,91.2,63.6,6.9,4,2,193,204,12.4,24,33
Tyler Gant,126535,DI,NWESTERN,7,1,2.0,0,0,256,61.8,53.9,16.9,61.0,50.5,36.6,20.0,1,1,46,47,6.5,3,3
Michael Teason,126548,LB,TCU,3,0,0.8,0,0,305,62.2,71.2,74.9,66.1,71.9,79.9,0.0,0,0,21,21,19.0,4,4
Justin Weaver,126597,CB,ARMY,10,0,11.7,1,0,114,73.0,67.0,0.0,50.6,55.9,49.8,30.8,4,3,235,239,0.9,2,9
Donovan Rieman,126620,ED,LA TECH,13,3,1.9,0,0,208,65.4,68.6,84.0,58.6,71.8,84.5,0.0,0,0,165,171,7.9,13,17
Avyonne Jones,127249,S,COAST CAR,13,14,7.9,0,0,141,67.6,63.7,38.3,55.4,59.1,64.4,15.3,9,1,278,281,4.7,13,36
Brady Boyd,127298,WR,UTAH ST,1,0,,1,0,329,,60.1,60.0,,60.0,,,0,2,1,1,0.0,0,0
Pete Schuh,127337,S,MARSHALL,1,0,,0,0,214,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jayden Rowe,127409,CB,KANSAS ST,1,0,,0,0,199,60.0,60.3,71.4,,60.0,27.3,,0,0,2,2,0.0,0,0
Ejike Adele,127510,ED,RICE,4,1,1.4,0,0,275,,72.0,77.5,60.1,76.2,59.6,0.0,0,0,40,40,10.0,4,5
Grayson Tempest,127630,WR,TULSA,1,0,,0,0,320,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Devin Robinson,127648,S,TULSA,12,16,4.1,0,0,320,70.7,70.2,6.5,57.2,75.8,66.8,10.0,4,3,321,333,3.4,11,20
Micaiah Bivines,127852,CB,LA LAFAYET,2,1,,0,0,207,54.1,52.0,77.7,59.2,50.5,43.5,50.0,1,0,16,18,0.0,0,0
JK Johnson,128013,CB,OKLA STATE,8,1,8.8,0,0,262,57.6,58.8,82.1,,61.7,76.6,0.0,0,1,124,130,0.8,1,6
Christian Gray,128036,CB,NOTRE DAME,10,1,5.0,0,0,258,51.0,52.6,46.1,,68.0,64.9,0.0,0,9,215,220,0.5,1,1
Aaron Beckwith,128074,DI,TEMPLE,8,3,1.6,0,0,306,60.0,66.8,80.4,62.0,67.1,63.6,11.1,1,0,68,71,7.4,5,5
Nahji Logan,128090,LB,NEVADA,4,2,1.5,0,0,239,56.2,62.3,77.8,67.0,69.8,69.6,20.0,1,0,32,32,6.3,2,2
Chase Wilson,128170,LB,W VIRGINIA,11,15,3.2,0,0,343,48.3,57.6,84.6,55.4,66.8,66.8,7.5,3,0,232,236,5.6,13,22
Riley Wilson,128218,ED,ARIZONA,11,4,3.1,0,0,109,90.4,78.0,89.6,61.5,77.2,68.3,11.9,5,0,199,202,10.1,20,33
Teivis Tuioti,128247,DI,S DIEGO ST,8,0,1.0,0,0,284,,60.1,76.9,63.2,56.7,69.7,0.0,0,0,31,32,3.2,1,1
Thomas Witte,128249,DI,NEVADA,12,11,2.1,0,0,239,59.8,64.0,54.9,56.8,69.6,52.9,16.1,5,2,278,288,4.7,13,15
Tavian Combs,128258,S,NEW MEXICO,13,11,5.3,0,0,241,58.2,62.9,55.7,60.6,70.7,69.7,15.7,8,1,301,307,3.3,10,32
Waisale Muavesi,128364,DI,UNLV,14,3,2.6,0,0,325,,54.9,83.1,61.3,50.3,51.2,11.1,1,0,109,111,3.7,4,5
Mata Hola,128383,ED,S JOSE ST,11,7,2.3,0,0,285,62.7,64.4,83.0,55.7,64.8,64.1,13.6,3,0,153,160,5.2,8,12
Crew Wakley,128402,S,PURDUE,3,3,6.7,0,0,273,70.4,65.5,77.7,,53.9,71.9,14.3,1,0,28,28,3.6,1,3
Sabastian Harsh,128416,ED,NC STATE,13,10,6.4,0,0,248,78.6,86.7,57.0,82.6,80.9,64.1,12.1,4,2,239,245,6.3,15,19
Oluwaseyi Omotosho,128425,ED,W VIRGINIA,3,0,,0,0,343,60.0,66.7,75.0,66.4,61.9,,,0,0,8,8,0.0,0,0
Braden Siders,128432,ED,W VIRGINIA,12,6,1.8,0,1,343,47.8,67.8,69.9,66.1,73.8,59.9,9.5,2,1,198,202,6.1,12,13
Mana Taimani,128436,DI,COLORADO,3,0,1.5,0,0,143,,49.5,75.2,60.8,46.9,70.7,0.0,0,0,16,16,12.5,2,2
Michael Boudoin III,128789,LB,TEXAS ST,9,7,6.8,0,0,314,70.6,67.8,80.5,75.4,56.7,55.8,20.0,5,0,100,101,7.0,7,13
Mason Green,128892,ED,NWESTERN,2,0,,0,0,256,,68.5,74.3,70.9,58.5,71.5,,0,0,6,6,0.0,0,0
Jayden Marable,129183,DI,MEMPHIS,12,3,0.8,0,0,218,68.3,67.4,84.1,62.1,66.6,61.0,12.5,1,0,97,98,4.1,4,4
Arion Carter,129186,LB,TENNESSEE,10,15,5.1,0,0,307,52.6,59.9,84.6,58.7,66.7,70.0,3.7,2,0,196,200,9.2,18,37
Mose Phillips III,129334,S,MISSOURI,8,1,6.0,0,0,229,72.2,72.9,84.7,58.2,71.9,64.2,0.0,0,0,71,73,0.0,0,1
Jordan Walker,129403,S,W VIRGINIA,7,4,8.9,0,0,343,78.3,73.1,79.7,,62.3,39.4,27.8,5,0,53,54,5.7,3,9
Chris Keys Jr.,129445,S,FAU,12,6,9.7,0,0,165,48.0,51.8,86.9,55.4,58.0,77.1,11.5,3,0,317,324,0.9,3,17
Brenden Deasfernandes,129465,CB,C MICHIGAN,13,2,12.0,0,0,134,74.7,71.9,45.9,59.2,53.5,58.1,33.3,2,3,250,255,0.0,0,2
Ethan Hurkett,129471,ED,IOWA,13,7,3.3,0,0,192,65.4,72.4,87.8,71.2,67.3,68.5,13.0,3,0,223,228,4.5,10,13
Devyn King,129521,CB,HAWAII,12,1,4.9,0,0,180,64.9,66.2,83.9,60.0,69.3,53.8,18.2,2,2,181,187,2.2,4,8
Nikhai Hill-Green,129582,LB,ALABAMA,15,9,2.5,0,0,103,81.1,74.4,82.1,57.9,68.6,54.6,21.4,9,0,215,219,8.4,18,24
Avery Dunn,129611,ED,TOLEDO,11,6,2.3,0,0,316,59.7,68.1,84.7,63.9,68.2,72.4,7.7,1,0,140,144,3.6,5,6
Devin Hightower,129621,LB,UAB,12,22,5.6,1,0,321,66.0,68.6,53.9,69.5,67.3,70.5,8.1,5,1,359,368,4.5,16,35
Jasiyah Robinson,129632,ED,E CAROLINA,13,4,1.3,0,0,156,57.9,77.9,85.1,71.3,80.1,61.4,9.5,2,0,169,178,6.5,11,15
Darius Snow,129635,LB,MICH STATE,12,7,2.6,0,0,223,59.2,61.7,85.1,66.5,61.4,69.1,15.0,3,0,145,147,5.5,8,10
Lucas Finnessy,129651,ED,MINNESOTA,12,3,5.8,0,0,225,60.0,55.3,81.2,53.3,56.6,55.7,11.1,1,0,60,60,3.3,2,5
Gage Keys,129657,DI,KANSAS,4,0,1.0,0,0,198,,59.4,73.8,61.7,57.8,72.2,0.0,0,0,14,14,14.3,2,2
Jalen Logan-Redding,129661,DI,MINNESOTA,13,7,2.7,1,0,225,58.8,57.4,62.1,61.0,55.2,66.0,5.6,1,1,187,187,2.7,5,10
Marquis Black,129675,DI,UCONN,13,5,2.4,0,0,146,58.1,56.5,82.7,56.4,57.1,69.6,7.7,1,0,127,128,4.7,6,7
Jimari Butler,129679,ED,LSU,12,5,1.1,0,0,211,66.2,76.0,88.4,68.8,77.1,66.4,5.6,1,0,150,157,7.3,11,12
Tamon Lynum,129699,CB,PITTSBURGH,10,5,6.3,0,0,268,69.9,69.1,16.1,65.7,65.0,71.8,21.4,3,2,128,132,3.1,4,6
Jaheem Joseph,129726,S,UNLV,14,9,9.6,0,1,325,57.9,66.3,57.0,68.2,76.8,69.0,14.3,8,1,341,349,3.8,13,39
Gunner Maldonado,129727,S,KANSAS ST,12,8,8.4,0,0,199,63.5,65.9,86.5,60.0,68.3,51.4,20.0,8,1,218,224,3.7,8,24
Nigel Williams,129739,LB,LOUISVILLE,3,0,,0,0,210,64.4,54.9,76.4,59.5,43.3,77.0,,0,0,12,12,0.0,0,0
Darrion Henry-Young,129748,ED,COAST CAR,13,5,5.6,0,0,141,61.6,63.7,81.5,63.7,58.0,80.3,0.0,0,0,65,65,4.6,3,5
Cameron Martinez,129752,CB,BOSTON COL,4,1,20.0,0,0,121,57.0,52.5,0.0,55.5,48.4,50.8,33.3,1,2,47,48,0.0,0,1
Mitchell Melton,129753,ED,VIRGINIA,14,6,1.5,1,1,335,90.7,85.8,60.4,80.4,77.9,51.3,18.6,8,2,277,280,9.4,26,29
Cole Brevard,129766,DI,TEXAS,13,4,2.3,0,0,311,59.8,72.6,83.9,67.9,71.6,35.1,18.8,3,0,144,149,4.9,7,9
Zuriah Fisher,129778,ED,PENN STATE,11,7,2.8,1,0,266,46.2,64.9,6.2,69.9,68.3,76.8,7.1,1,5,203,209,1.0,2,6
Anthony Romphf,129830,CB,TULSA,1,0,,0,0,320,,60.0,73.9,,60.0,,,0,0,1,1,0.0,0,0
Antonio Stevens,129833,S,KENNESAW,12,7,4.7,0,0,200,67.6,61.5,41.9,63.0,51.9,68.9,15.0,3,1,206,208,2.9,6,10
Andrew Awe,129839,LB,RICE,13,17,4.9,0,0,275,41.6,59.1,86.1,72.2,66.9,63.2,5.3,4,0,368,375,9.8,36,55
Jordan Dunbar,129844,CB,MO STATE,13,1,5.0,0,0,230,77.6,79.0,86.3,58.9,77.3,49.7,14.3,1,2,327,336,0.9,3,5
Plae Wyatt,129868,S,RICE,4,3,3.4,0,0,275,73.1,74.6,77.9,60.0,73.1,63.9,11.1,1,0,48,50,8.3,4,5
Wesley Bailey,129871,ED,LOUISVILLE,12,8,3.5,0,0,210,65.1,76.8,35.9,82.2,66.8,65.8,0.0,0,3,196,201,3.6,7,13
Shawn Collins,129874,ED,APP STATE,3,0,8.0,0,0,108,60.1,63.6,78.6,58.7,65.3,75.0,0.0,0,0,19,20,0.0,0,1
Rene Konga,129880,DI,LOUISVILLE,12,7,1.4,0,0,210,68.1,86.4,50.3,85.2,77.0,63.2,11.5,3,2,201,205,6.5,13,16
Caleb Patterson,129898,ED,FIU,1,1,,0,0,166,,74.9,71.1,67.3,64.6,70.2,0.0,0,0,2,2,0.0,0,0
Ben Barten,129913,DI,WISCONSIN,12,3,1.9,0,0,349,61.8,70.1,83.4,61.0,71.7,46.6,19.0,4,0,176,180,5.1,9,14
James Thompson Jr.,129930,DI,ILLINOIS,13,8,2.6,0,0,187,67.3,76.5,83.8,64.2,79.4,86.8,0.0,0,0,170,173,11.2,19,25
Aaron Witt,129937,ED,WISCONSIN,11,3,-0.4,0,0,349,63.1,69.1,80.5,62.9,72.8,62.2,16.7,2,0,96,99,6.3,6,7
Preston Zachman,129939,S,WISCONSIN,3,1,6.7,0,0,349,81.6,79.6,78.8,59.5,68.9,75.1,0.0,0,0,41,42,0.0,0,3
Ronald Jackson Jr.,130297,CB,OHIO,2,0,,0,0,259,58.7,59.9,74.9,,62.9,76.6,,0,0,14,16,0.0,0,0
DiMarco Johnson,130299,S,AKRON,11,5,6.9,0,0,102,60.9,65.3,85.7,55.8,73.0,64.9,16.7,4,0,223,225,2.7,6,15
Chris Williams,130393,LB,BOWL GREEN,1,0,,0,0,122,,40.0,68.5,,60.0,,,0,0,2,2,0.0,0,0
Jalen McNair,130415,S,BUFFALO,12,8,6.4,1,0,126,62.2,66.5,0.0,59.4,78.3,75.1,9.4,3,2,245,246,4.1,10,21
George Wolo,130424,DI,BUFFALO,12,10,2.6,0,0,126,,65.5,83.5,64.2,63.7,75.6,0.0,0,0,216,216,6.0,13,15
Mikah Coleman,130451,ED,CINCINNATI,12,10,2.6,0,0,138,61.0,57.6,47.0,57.0,59.4,66.6,12.9,4,2,209,215,6.2,13,17
Terrell Miller,130497,CB,KENT STATE,10,0,11.6,0,0,201,66.7,65.0,85.4,,54.6,51.8,30.8,4,0,248,252,0.4,1,9
Luke Murphy,130498,LB,COAST CAR,11,6,6.1,0,0,141,65.6,60.8,42.8,54.4,58.9,65.5,16.1,5,1,204,208,3.9,8,20
CJ Brown,130541,S,SM HOUSTON,10,11,8.4,0,3,281,78.9,83.2,85.7,60.7,88.2,80.1,6.7,3,0,239,242,3.8,9,31
Ivan Davis,130546,ED,N ILLINOIS,5,0,,0,0,254,,62.8,77.7,56.7,67.1,,,0,0,15,15,0.0,0,0
Devin Lafayette,130562,S,TROY,14,25,5.7,0,0,318,66.8,75.6,87.9,63.0,86.5,76.1,9.2,8,0,446,452,6.5,29,54
Pierce Oppong,130570,TE,N ILLINOIS,2,0,3.0,0,0,254,,60.0,75.1,61.8,58.0,71.1,0.0,0,1,13,14,0.0,0,1
Daveren Rayner,130573,LB,KENTUCKY,12,14,2.9,1,0,202,62.3,74.7,83.3,66.4,83.9,78.9,7.1,4,1,238,242,11.3,27,38
Ray Thomas,130580,DI,MISS STATE,7,4,2.4,0,1,227,60.0,76.9,77.6,55.2,82.6,80.4,0.0,0,0,44,45,15.9,7,8
Pierre Kemeni Jr.,130595,S,OHIO,4,0,3.0,0,0,259,66.5,62.4,76.6,,53.7,76.5,0.0,0,0,13,13,7.7,1,1
